input,inference
"Oil prices rise on fears about Yukos production Oil prices briefly bolted above $45 a barrel yesterday, then retreated toward $44, in a volatile day of trading after Russian oil giant Yukos said its output could suffer because of a court ruling that froze some of its assets.",".stessa sti fo emos ezalf taht gnilur truoc a fo esuaceb reffus dluoc tuptuo sti dias sokuY tnaig lio naissuR retfa gnidart fo yad elitalov a ni,44$ drawot detaerter neht,yadretsey lerrab a 54$ evoba delbmut ylfeirb secirp liO noitcudorp sokuY tuoba sraef no esir secirp liO"
The Bahamas - the real medal winner of the Athens Olympics A different way of calculating the medal standings brings some interesting results.,.stluser gnitseretni emos sgnirb sgnidnats ladem eht gnitalucric fo yaw tnereffid A scipmylO snehtA eht fo renniw ladem laer eht - sivahaB ehT
Third Month of Slow Sales for Retailers The August start of the back-to-school shopping season was a disappointment for major retailers.,.sreliater rojam rof tnemtnioppasid a saw nosaes gnippohs loohcs-ot-kcab eht fo trats tsuguA ehT sreliateR rof selaS wolS fo htnoM drihT
South Koreans Say Secret Work Refined Uranium South Korea admitted that a group of its nuclear scientists secretly produced a small amount of near-weapons grade uranium.,.muinaru edarg snoptaew-raen fo tnuoma llams a decudorp ylterces stsitneics raelcun sti fo puorg a taht dettimda aeroK htuoS muinarU denifeR kroW terceS yaS snaeroK htuoS
Del Monte Needs 9Lives The leading private and branded food and pet products marketer is spending to revamp its image.,.egami sti maetsam ot gnidneps si retekram stcudorp tep dna doof dednarb dna etavirp gnidael ehT seviL9 sdeeN otnoM leD
"Utes Pile It On Alex Smith throws for three touchdowns, rushes for two more and finishes with 435 yards of offense, and No. 20 Utah backs up its first preseason ranking with a 41-21 win over Texas A M.",".M A saxeT revo niw 21-14 a htiw gniknar nosaeserp tsrif sti pu skcab hatU 02.oN dna,esneffo fo sdray 543 htiw sehsinif dna erom owt rof sehsur,snwodhcuot eerht rof sworht htimS xelA nO tI eliP setU"
"High court hears dispute over Michigan interstate wine sales The Supreme Court is considering whether Michigan and other states may bar people from buying wine directly from out-of-state suppliers, a big-money question that could lead to sweeping changes in how alcoholic beverages are regulated","detaluger era stnemesirb cirotaco woh ni segnahc gnipeews ot dael dluoc taht noitseuq yenom-gib a,sreilppus etats-fo-tuo morf yltcerid eniw gniyub morf elpoep rab yam setats rehto dna nagihciM rehtehw gniredisnoc si truoC emerpuS ehT selas eniw etatsretni nagihciM revo etups"
Apple faithful's apathy to blame for Napsterized schools &lt;strong&gt;Opinion&lt;/strong&gt; Impotent with iPod pride,edirp doPi htiw tnepotmI ;tg&gnorts/;tl&noinipO;tg&gnorts;tl& sloohcs deziretspaN rof emalb ot yhtapa s'tnedifnoc elppA
"Nepal capital under curfew for 3rd day; violators ordered to be &lt;b&gt;...&lt;/b&gt; A shoot-on-sight curfew imposed to prevent riots and violent protests over the killing of 12 Nepalese workers in Iraq entered its third day Friday, while officials said they were trying to recover the bodies of the slain hostages.",".segatsoh nials eht fo seidob eht revocer ot gniyrt erew yeht dias slaiciffo elihw,yadirF yad driht sti deretne qarI ni srekrow esenelaN 21 fo gnillik eht revo stsetorp tneloiv dna stoir tneverp ot desopmi wefruc thgis-no-toohs A ;tg&b/;tl&...;tg&b;tl& eb ot deredro"
"Md. Board Meeting Worries Democrats Republican-dominated election board met behind closed doors in deliberations that Democrats feared were aimed at ousting Elections Administrator Linda H. Lamone.&lt;BR&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",";tg&TNOF/;tl&;tg&B/;tl&tsoP notgnihsaW ehT-;tg&B;tl&;tg&""666666#""=roloc ""2-""=ezis ""acitevleh,laira,fireS snaS SM,anadrev""=ecaf TNOF;tl&;tg&RB;tl&.enomaL.H ainaL rotartsinimdA snoitcelE gnitsuo ta demia erew deraef starcomeD taht snoitarebiled ni srood desolc dn"
"IBM and Intel to open up blade specifications With today's expected announcement, hardware vendors will get access to the BladeCenter specifications by signing a seven-page licensing agreement, which grants users the right to license the specifications for certain types of products.",".stcudorp fo sepyt niatrec rof snoitacificeps eht esnecil ot thgir eht sresu stnarg hcihw,tnemeerga gnisnecil egap-neves a gningis yb snoitacificeps retneCedalB eht ot ssecca teg lliw srodnev erawdrah,tnemecnuonna detcepxe s'yadot htiW snoitacificeps edalb pu nepo ot"
Columnists: Simple and Secure isn't so Simple Simple to code does not always mean simple for the user. And simple for the user is often not easy to code.,.edoc ot ysae ton netfo si resu eht rof elpmis dnA.resu eht rof elpmis naem syawla ton seod edoc ot elpmiS elpmiS os t'nsi eruces dna elpmiS :stsilpmaC
"Policeman Shot Dead in Saudi Battle One Saudi policeman was killed and three others were wounded in clashes with militants in a town northeast of Riyadh. A number of suspects were arrested in the battles, officials said.",".dias slaiciffo,selttab eht ni detserra erew stcepsus fo rebmun A.hdayiR fo tsaehtron nwot a ni stnatilim htiw sehsalc ni dednuow erew srehto eerht dna dellik saw namecilop iduaS enO elttaB iduaS ni daeD tohS nameciloP"
EU foreign ministers hope to break deadlock over ASEM summit The European Union said Friday it quot;hoped to reach a conclusion quot; at a meeting of foreign ministers on the participation of military-ruled Myanmar in an upcoming summit of Asian and European nations.,.snoitan naeporuE dna naisA fo timmus gnimocpu na ni ramnayM delur-yratilim fo noitapicitrap eht no sretsinim ngierof fo gniteem a ta ;touq noisulcnoc a hcaer ot depoh;touq ti yadirF dias noinU naeporuE ehT timmus MESA revo kcoldaed kaerb ot epoh sretsinim ngierof UE
"First Albany cuts target for Intel, keeps #39;buy #39; rating NEW YORK (CBS.MW) -- First Albany lowered its stock price target for Intel (INTC) to $24 from $30 following the chip sector bellwether #39;s lowered third-quarter revenue and margin outlook.",".kooltuo nigram dna eunever retrauq-driht derewol s;93# rehtewlleb rotces pihc eht gniwollof 03$ morf 42$ ot )CTNI( letnI rof tegrat ecirp kcots sti derewol ainotnA tsriF -- )WM.SBC( KROY WEN gnitar ;93# yub;93# speek,letnI rof tegrat stuc ainotnA tsriF"
"Lynch triumphs at Redcar Fergal Lynch had a good win at Redcar as he returned to action yesterday along with champion jockey Kieren Fallon, fellow rider Darren Williams and trainer Karl Burke, after their shock","kcohs rieht retfa,yarB drahciR reniart dna smailliW yrreD redir wollef,nollaF nieK yekcoj noipmahc htiw gnola yadretsey noitca ot denruter eh sa racdeR ta niw doog a dah hcnyL lagreF racdeR ta stniurt hcnyL"
9 in a row! Red Sox sweep Angels The Red Sox take control of the American League wild-card race with a 4-3 win over the Angels. It was Boston #39;s ninth straight win -- a season high.,.hgih nosaes a -- niw thgiarts htnin s;93# notsoB saw tI.slegnA eht revo niw 3-4 a htiw ecar drac-dliw eugaeL naciremA eht fo lortnoc ekat xoS deR ehT slegnA peews xoS deR!wor a ni 9
"The Russians are back St. Paul, Minn.Outclassed and completely humiliated by the Russians here last night, the reeling and desperate Americans are planning wholesale lineup changes to get back on track in the World Cup.",".puC dlroW eht ni kcart no kcab teg ot segnahc puenil elaselohw gninnalp era snaciremA etarepsed dna gniler eht,thgin tsal ereh snailaR eht yb detnemugra yletelpmoc dna dessalctuO.nniM,luaP.tS kcab era snailaR ehT"
"US economy generated 144,000 jobs in August (AFP) AFP - The US economy generated 144,000 jobs in August, the Labour Department said, in a sign that the labour market was improving slightly after two sluggish months.",".shtnom hsigguls owt retfa ylthgils gnivorpmi saw tekram ruobal eht taht ngis a ni,dias tnemtrapeD ruobalB eht,tsuguA ni sboj 000,441 detareneg ymonoce SU ehT - PFA )PFA( tsuguA ni sboj 000,441 detareneg ymonoce SU"
"Yukos faces tax arrears of $4bn MOSCOW: Russias tax ministry said on Friday that it had raised its back tax claims against oil major Yukos by a fifth for 01, to 119.",".11 ot,01 rof htfif a yb sokuY rojam lio tsniaga smialc xat kcab sti desiar dah ti taht yadirF no dias yrtsinim xat saissuR :WOCSOM nb4$ fo sraerra xat secaf sokuY"
"Argentine court acquits bombing suspects An Argentine court acquitted five suspects in the 1994 bombing of a Jewish community center that killed 85 people, La Nacion newspaper reported Friday.",".yadirF detroper repapswen noitaN aL,elpoep 58 dellik taht retnec ytinummoc hsiweJ a fo gnibmob 4991 eht ni stcepsus evif detiuqca truoc enitnegrA nA stcepsus gnibmob stiuqca truoc enitnegrA"
"IBM recalls 225,000 laptop adapters The adapters can overheat and cause damage to the circuit board, according to a safety agency. WASHINGTON: IBM will recall about 225,000 AC power adapters for several models of its laptop computer because","esuaceb retupmoc potpal sti fo sledom lareves rof sretpada rewop CA 000,522 tuoba llacer lliw MBI :NOTGNIHSAW.ycnega ytefas a ot gnidrocca,draob tiucric eht ot egamad esuac dna taehrevo nac sretpada ehT sretpada potpal 000,522 sllacer MBI"
"Big Blue veteran heads to EMC EMC has hired a former IBM veteran to be its chief technology officer, in what appears to be the latest step in EMC #39;s evolution from a data storage hardware specialist to a more comprehensive computing company.",".ynapmoc gnitupmoc evisneherpmoc erom a ot tsilaiceps erawdrah egarots atad a morf noitareve s;93# CME ni pets tsetal eht eb ot sraeppa tahw ni,reciffo ygolonhcet feihc sti eb ot naretev MBI remrof a derih sah CME CME ot sdaeh naretev eulB giB"
"No miracle this time That miracle, of course, took place in Lake Placid, NY, during the 1980 Winter Olympics. Thanks to the likes of Jim Craig, Mike Eruzione, Ken Morrow and the rest of the US hockey team, the mighty Soviet Union","noinU teivoS ydoolpme eht,maet yekcoh SU eht fo tser eht dna worroM neK,eivomerE ekiM,giarC miJ fo sekil eht ot sknahT.scipmylO retniW 0891 eht gnirud,YN,cidalP ekaL ni ecalp koot,esruoc fo,elcarim tahT emit siht elcarim oN"
"Kerry Vows to Tell Truth as President (Reuters) Reuters - Democrat John Kerry on Fridaydismissed the Republican convention as ""bitter and insulting""and promised to be a U.S. president who would tell Americansthe truth.",".hturt ehtsnaciremA llet dluow ohw tnediserp.S.U a eb ot desimorp dna""gnitlusni dna rettib"" sa noitnevnoc nacilbupeR eht dessimsidyadirF no yrreK nhoJ tarcomeD - sretueR )sretueR( tnediserP sa hturT lleT ot swoV yrreK"
"Intel Outlook May Portend PC Weakness NEW YORK (Reuters) - Intel Corp's &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=INTC.O target=/stocks/quickinfo/fullquote""&gt;INTC.O&lt;/A&gt; sharp cut in its revenue outlook dragged down shares of personal computer makers on Friday, on fears that the chipmaker's problems could signal weak PC markets, analysts said.",".dias stsylana,stekram CP kaew langis dluoc smelborp s'rekampihc eht taht sraef no,yadirF no srekam retupmoc lanosrep fo serahs nwod deggard kooltuo eunever sti ni tuc prahs ;tg&A/;tl&O.CTNI;tg&""etouqlluf/ofnikciuq/skcots/=tegrat O.CTNI=rekcit?xpsa.etouQlluF/moc.sretuer.rotse"
"Indian inflation peaks on imports Indian inflation hits its highest level in more than three years, boosted by increasing energy and food costs.",".stsoc doof dna ygrene gnisaercni yb detsoob,sraey eerht naht erom ni level tsehgih sti stih noitalfni naidnI stropmi no sgnip noitalfni naidnI"
"Judge: Geico can sue Google, Overture over ads A federal judge in Virginia has ruled that a trademark infringement suit filed by the Government Employees Insurance Co. (GEICO) against Internet search giants Google Inc. and Overture Services Inc. can proceed.",".deecorp nac.cnI secivreS erutrevO dna.cnI elgooG stnaig hcraes tenretnI tsniaga )OCGE(.oC ecnarusnI seeyolpmE tnemnrevoG eht yb delif tius tnemegnirfni kramedart a taht delur sah ainigriV ni egduj laredef A sda revo erutrevO,elgooG eus nac ocieG :egduJ"
"Did Apple Offer Sony an ITunes Deal? Update: A partnership may be crucial for long-term success, one industry insider says.",".syas renihtiw yrtsudni eno,sseccus mret-gnol rof laicurc eb yam pihsrentrap A :etadpU?laeD senutI na ynoS reffO elppA did"
"USA : Textile industry to renew request to place embargo on &lt;b&gt;...&lt;/b&gt; The US textile industry officials would plead for blocking Chinese imports to the Bush administration this month. Earlier this year, the White House had rejected a similar request made by 130 Republican and Democratic members of Congress.",".ssergnoC fo srebmem citarcomeD dna nacilbupeR 031 yb edam tseuqer ralimis a detcejer dah esuoH etihW eht,raey siht reilraE.htnom siht noitartsinimda hsuB eht ot stropmi esenihC gnikcolb rof daelp dluow slaiciffo yrtsudni elitxet SU ehT ;tg&b/;tl&...;tg&b;tl& no ograb"
NASA braces for Frances Thousands of automobiles clogged Florida #39;s highways during the largest evacuation in state history as residents anticipated the arrival of Hurricane Frances.,.secnarF enacirruH fo lavirra eht detapicitna stnediser sa yrotsih etats ni noitaucave tsegral eht gnirud syawhgih s;93# adirolF deggolc selibomotua fo sdnasuohT secnarF rof secarb ASAN
"LSU, Oklahoma play openers on Saturday Louisiana State beat Oklahoma in the Bowl Championship Series title game in the Sugar Bowl last January. Both teams play their openers on Saturday in the first full weekend of the college football season.",".nosaes llabtoof egelloc eht fo dnekeew lluf tsrif eht ni yadrutaS no srenepo rieht yalp smaet htoB.yraunaJ tsal lwoB repuS eht ni emag eltit seireS pihsnoipmahC lwoB eht ni amohalkO taeb etatS anaissuaL yadrutaS no srenepo yalp amohalkO,USL"
Gerrard only a 50-50 chance VIENNA - England midfielder Steven Gerrard is a major doubt to face Austria in today #39;s opening 2006 World Cup qualifier. Gerrard has failed to shake off a groin injury suffered in training on Thursday and,dna yadsruhT no gniniart ni dereffus yrujni niorg a ffo ekahs ot deliaf sah drarreG.reifilauq puC dlroW 6002 gninepo s;93# yadot ni airtsuA ecaf ot tbuod rojam a si drarreG nevetS redleifdim dnalgnE - ANNEIV ecnahc 05-05 a ylno drarreG
"Israeli Troops Kill Two Palestinians (AP) AP - Israeli troops killed two Palestinians in two separate incidents Friday, and Israeli helicopters fired three missiles at a Gaza warehouse the army said was used for making weapons.",".snopaew gnikam rof desu saw dias ymra eht egarots azaG a ta selissim eerht derif sretpocileh ilearsI dna,yadirF stnedicni etarapes owt ni snainitselaP owt dellik spoort ilearsI - PA )PA( snainitselaP owT lliK spoorT ilearsI"
"Continental won #39;t make pension contributions this year Continental Airlines announced today it will not make any contributions to its pension plan this year, citing as reasons the ongoing uncertainty of the industry #39;s economic environment and the record high cost of jet fuel.",".leuf tej fo tsoc hgih drocer eht dna tnemnorivne cimonoce s;93# yrtsudni eht fo ytniatrecnu gniogno eht snosaer sa gnitic,raey siht nalp noisnep sti ot snoitubirtnoc yna ekam ton lliw ti yadot decnuonna senilriA latnenitnoC raey siht snoitubirtnoc noisnep ekam t"
